"COMMON","AVGEXP_YPD","AVGEXP_SD","DM_YPD","DM_YPD_CLASS","DM_SD","AvPromNucOcc","Num_RegTF_YeastractYT","MedPosDM_SD_TFYT","maxDM_TFYT","PosCorTF_YT","NumPosCor_withinTFs","NumNegCor_withinTFs","PercNegCor_withinTFs","PercPosCorWN_OVsites","N_TFSites400","N_TFSites500","N_TFSites600","N_TFSites700","N_TFSites800","N_TFSites900","N_TFSites1000","NumSites","NumOverlaps","RatOverlap.Numsites","NumCoopTF_Yang2010","NumCoopTF_Chen2012","PercCoopTF_Yang2010","Gb_H3K79me3_vsH3","Pugh2004_SAGA_Dominance","Pugh2004_TFIID_Dominance","ORF","location","chr"
"TRM10",1.195,1.195,-0.068,2,-0.068,0.84,20,NA,0.224,4,16,1,5,0,1,1,0,1,1,1,0,5,0,0,2,10,10,1.292,0,1,"YOL093W",142815,15
"TRM11",2.509,2.509,-0.02,2,-0.02,0.55,28,0.597,0.597,3,28,2,7.14,21.43,1,1,3,2,3,3,1,16,6,0.38,7,16,25,1.149,NA,NA,"YOL124C",-85456,15
"TRM112",4.007,4.007,-0.113,2,-0.113,0.78,25,0.597,0.597,1,24,1,4,4.17,1,2,0,0,3,1,3,12,2,0.17,6,11,24,1.038,NA,NA,"YNR046W",707788,14
"TRM12",0.841,0.841,-0.096,2,-0.096,0.77,20,NA,0.26,1,15,0,0,0,0,0,0,0,2,1,2,6,1,0.17,0,9,0,1.173,NA,NA,"YML005W",260221,13
"TRM13",1.223,1.223,-0.067,2,-0.067,0.51,17,0.597,0.597,2,13,0,0,0,1,1,0,1,2,0,1,6,0,0,5,5,29.41,0.816,NA,NA,"YOL125W",83834,15
"TRM2",2.009,2.009,-0.106,2,-0.106,0.84,34,0.597,0.597,1,34,12,35.29,5.88,0,1,2,1,1,2,3,10,2,0.2,3,19,8.82,1.413,NA,NA,"YKR056W",549448,11
"TRM3",0.865,0.865,-0.114,2,-0.114,0.73,16,NA,0.26,2,9,1,6.25,0,0,3,0,2,1,2,2,13,3,0.23,0,8,0,1.461,0,1,"YDL112W",258915,4
"TRM44",1.599,1.599,-0.014,2,-0.014,0.71,30,0.597,0.597,2,29,3,10,0,1,0,2,1,0,2,0,8,0,0,7,13,23.33,1.362,NA,NA,"YPL030W",493543,16
"TRM5",1.639,1.639,-0.08,2,-0.08,0.81,24,0.597,0.597,4,22,0,0,0,0,0,4,1,2,1,3,14,2,0.14,5,9,20.83,0.921,0,1,"YHR070W",234881,8
"TRM7",1.635,1.635,0.029,2,0.029,0.66,16,0.597,0.597,0,11,0,0,9.09,0,1,1,3,1,3,2,12,1,0.08,4,5,25,1.206,0,1,"YBR061C",-364787,2
"TRM732",0.456,0.456,0.004,2,0.004,0.75,20,NA,0.26,1,14,0,0,0,1,1,0,0,0,1,0,4,0,0,4,7,20,1.219,NA,NA,"YMR259C",-784621,13
"TRM8",3.347,3.347,-0.057,2,-0.057,0.84,41,0.597,0.597,5,41,1,2.44,34.15,1,2,3,6,8,1,8,32,15,0.47,14,17,34.15,1.274,0,1,"YDL201W",99561,4
"TRM82",4.548,4.548,-0.082,2,-0.082,0.69,19,NA,0.268,2,18,1,5.26,16.67,0,0,1,1,6,4,3,16,3,0.19,0,10,0,1.589,0,1,"YDR165W",784871,4
"TRM9",2.038,2.038,0.004,2,0.004,0.82,17,0.597,0.597,1,12,0,0,0,1,1,0,0,1,0,1,5,0,0,2,8,11.76,0.996,NA,NA,"YML014W",243225,13
"TRP1",1.737,1.737,0.062,2,0.062,0.65,15,NA,0.268,5,10,0,0,0,0,0,0,2,2,0,2,10,0,0,2,4,13.33,0.846,0,1,"YDR007W",461842,4
"TRP2",3.877,3.877,-0.112,2,-0.112,0.79,24,0.597,0.597,4,21,2,8.33,4.76,0,2,2,2,0,3,2,14,2,0.14,4,11,16.67,1.347,0,1,"YER090W",337949,5
"TRP3",1.885,1.885,-0.027,2,-0.027,0.65,20,NA,0.12,6,12,0,0,0,0,1,0,1,1,4,1,10,1,0.1,3,6,15,1.285,0,1,"YKL211C",-36699,11
"TRP4",1.411,1.411,0.013,2,0.013,0.74,32,NA,0.192,11,30,0,0,30,3,0,1,2,5,5,5,26,10,0.38,13,18,40.62,1.044,0,1,"YDR354W",1184747,4
"TRP5",5.08,5.08,-0.121,2,-0.121,0.82,21,0.597,0.597,3,17,0,0,0,1,0,2,0,1,3,4,11,1,0.09,6,9,28.57,1.273,0,1,"YGL026C",-446412,7
"TRR1",14.058,14.058,0.015,2,0.015,0.7,27,0.597,0.597,4,26,2,7.41,30.77,0,1,2,1,2,0,10,19,8,0.42,5,8,18.52,1.003,0,1,"YDR353W",1183299,4
"TRS120",0.314,0.314,0.02,2,0.02,0.81,9,NA,0.26,5,5,0,0,0,0,1,1,2,0,0,1,6,0,0,2,0,22.22,1.378,NA,NA,"YDR407C",-1284069,4
"TRS130",0.28,0.28,0.376,2,0.376,0.76,11,NA,0.26,2,3,0,0,0,1,1,1,0,1,0,0,5,0,0,0,6,0,1.391,NA,NA,"YMR218C",-703579,13
"TRS20",0.932,0.932,-0.038,2,-0.038,0.84,19,0.597,0.597,5,17,0,0,17.65,0,0,0,0,3,4,5,14,3,0.21,2,7,10.53,1.236,0,1,"YBR254C",-723736,2
"TRS23",0.992,0.992,-0.141,2,-0.141,0.75,19,0.597,0.597,4,13,0,0,0,1,3,1,2,2,0,2,13,1,0.08,0,10,0,0.997,0,1,"YDR246W",954288,4
"TRS31",0.922,0.922,0.04,2,0.04,0.69,14,NA,0.268,3,7,0,0,0,2,0,2,2,1,1,1,9,0,0,0,4,0,0.979,0,1,"YDR472W",1403322,4
"TRS33",1.091,1.091,-0.142,2,-0.142,0.72,13,NA,0.472,3,6,0,0,0,0,0,1,1,0,0,1,4,0,0,2,4,15.38,1.261,0,1,"YOR115C",-538659,15
"TRX1",12.182,12.182,-0.084,2,-0.084,0.72,37,NA,0.472,4,36,3,8.11,11.11,1,0,5,0,1,0,1,11,4,0.36,17,19,45.95,0.369,0,1,"YLR043C",-231702,12
"TRX3",1.235,1.235,-0.163,2,-0.163,0.72,21,NA,0.115,2,17,0,0,0,0,2,2,2,3,3,3,18,2,0.11,4,13,19.05,0.377,NA,NA,"YCR083W",259578,3
"TRZ1",0.483,0.483,0.079,2,0.079,0.62,19,NA,0.26,2,8,0,0,0,1,0,0,0,2,0,4,9,1,0.11,0,7,0,1.582,NA,NA,"YKR079C",-586789,11
"TSA1",55.197,55.197,0.078,2,0.078,0.69,38,NA,0.403,4,35,4,10.53,0,3,2,0,2,2,0,0,14,2,0.14,15,25,39.47,0.753,1,0,"YML028W",220138,13
"TSC10",1.767,1.767,-0.115,2,-0.115,0.75,66,0.996,1.395,2,63,18,28.12,76.19,3,1,2,10,7,8,9,47,50,1.06,33,27,50,1.06,0,0,"YBR265W",738582,2
"TSC11",0.251,0.251,-0.191,2,-0.191,0.75,14,0.597,0.597,3,5,0,0,0,0,1,0,0,2,3,0,7,1,0.14,0,6,0,1.206,NA,NA,"YER093C",-343320,5
"TSC3",3.632,3.632,-0.077,2,-0.077,0.75,2,NA,0.052,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0.712,NA,NA,"YBR058C-A",-356324,2
"TSR1",1.902,1.902,-0.042,2,-0.042,0.75,20,NA,0.26,0,17,0,0,17.65,1,3,5,2,0,2,3,18,5,0.28,2,8,10,1.658,0,1,"YDL060W",341619,4
"TSR2",3.763,3.763,0.033,2,0.033,0.8,34,NA,0.26,3,33,5,14.71,0,0,1,2,2,3,0,2,10,0,0,6,21,17.65,1.124,0,1,"YLR435W",1006378,12
"TSR3",1.356,1.356,0.004,2,0.004,0.8,29,NA,0.26,5,25,3,10.34,4,1,1,1,1,1,2,1,11,1,0.09,11,12,37.93,1.243,NA,NA,"YOR006C",-337680,15
"TSR4",2.311,2.311,-0.054,2,-0.054,0.72,23,NA,0.472,1,20,4,17.39,5,1,2,0,0,2,1,1,9,1,0.11,7,7,30.43,1.264,NA,NA,"YOL022C",-280272,15
"TTI1",0.443,0.443,0.069,2,0.069,0.81,12,0.597,0.597,4,5,0,0,0,2,1,1,0,1,1,0,7,0,0,2,6,16.67,1.223,NA,NA,"YKL033W",375456,11
"TTI2",0.38,0.38,-0.102,2,-0.102,0.71,12,0.597,0.597,1,5,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5,0,1.185,NA,NA,"YJR136C",-677441,10
"TUB1",5.611,5.611,0.188,2,0.188,0.71,41,NA,0.472,9,41,9,21.95,0,1,1,2,1,1,2,1,13,0,0,16,17,39.02,1.509,0,1,"YML085C",-97941,13
"TUB2",8.189,8.189,-0.04,2,-0.04,0.75,39,0.597,0.597,11,38,4,10.26,10.53,1,4,1,0,4,2,5,26,4,0.15,15,17,38.46,1.146,NA,NA,"YFL037W",56336,6
"TUB4",0.522,0.522,-0.223,2,-0.223,0.62,32,1.395,1.395,6,30,6,18.75,6.67,2,2,0,0,5,1,1,13,2,0.15,12,13,37.5,0.848,0,1,"YLR212C",-564860,12
"TUF1",3.649,3.649,-0.079,2,-0.079,0.68,26,NA,0.472,6,23,3,11.54,4.35,0,0,1,1,1,2,0,7,1,0.14,6,12,23.08,1.301,0,1,"YOR187W",684030,15
"TUL1",0.599,0.599,0.071,2,0.071,0.75,15,0.597,0.597,2,9,0,0,0,1,0,2,1,0,0,0,6,1,0.17,0,2,0,1.167,NA,NA,"YKL034W",371829,11
"TUM1",1.69,1.69,-0.111,2,-0.111,0.7,17,NA,0.251,2,14,3,17.65,7.14,0,1,0,1,0,3,0,6,3,0.5,4,5,23.53,1.009,NA,NA,"YOR251C",-802550,15
"TUP1",3.654,3.654,0.597,1,0.597,0.77,21,0.597,0.597,3,19,0,0,10.53,0,0,3,1,6,1,4,20,2,0.1,7,8,33.33,1.456,0,1,"YCR084C",-260311,3
"TUS1",0.115,0.115,-0.155,2,-0.155,0.68,15,0.597,0.597,5,11,0,0,0,0,0,1,0,2,0,0,3,1,0.33,0,3,0,1.461,NA,NA,"YLR425W",982894,12
"TVP15",1.04,1.04,-0.082,2,-0.082,0.73,24,NA,0.26,10,24,0,0,16.67,0,0,0,0,5,2,4,17,4,0.24,4,12,16.67,0.635,NA,NA,"YDR100W",655013,4
"TVP18",2.648,2.648,-0.062,2,-0.062,0.78,31,NA,0.472,3,26,5,16.13,23.08,0,0,2,1,0,0,1,15,7,0.47,12,16,38.71,0.909,NA,NA,"YMR071C",-410762,13
"TVP23",1.381,1.381,0.073,2,0.073,0.77,9,NA,0.251,1,0,0,0,0,0,1,0,0,1,1,2,5,0,0,0,2,0,0.821,NA,NA,"YDR084C",-613405,4
"TVP38",1.198,1.198,-0.107,2,-0.107,0.82,19,0.597,0.597,0,16,0,0,6.25,2,0,1,1,2,1,1,10,1,0.1,2,3,10.53,1.179,NA,NA,"YKR088C",-604405,11
"TWF1",1.147,1.147,-0.079,2,-0.079,0.85,21,NA,0.26,6,19,1,4.76,21.05,2,1,1,0,3,1,4,14,4,0.29,4,10,19.05,1.163,0,1,"YGR080W",642010,7
"TYE7",3.054,3.054,0.224,2,0.224,0.34,44,0.597,0.597,5,44,6,13.64,27.27,5,1,2,1,3,4,1,19,13,0.68,13,25,29.55,1.39,NA,NA,"YOR344C",-977194,15
"TYR1",1.336,1.336,-0.167,2,-0.167,0.75,39,NA,0.389,4,38,4,10.26,50,2,2,0,6,2,8,10,32,21,0.66,8,17,20.51,1.17,0,1,"YBR166C",-569842,2
"TYS1",11.547,11.547,-0.152,2,-0.152,0.81,32,0.597,0.597,3,31,2,6.25,0,1,1,0,3,2,3,2,15,0,0,13,15,40.62,1.654,0,1,"YGR185C",-866336,7
"TYW1",1.895,1.895,0.083,2,0.083,0.7,27,0.597,0.597,0,26,3,11.11,0,0,0,0,1,1,1,1,5,0,0,12,12,44.44,1.41,NA,NA,"YPL207W",159909,16
"TYW3",1.216,1.216,-0.143,2,-0.143,0.67,19,0.597,0.597,3,13,0,0,15.38,0,0,2,1,2,3,0,10,2,0.2,5,9,26.32,0.87,NA,NA,"YGL050W",405776,7
"UBA1",1.421,1.421,-0.075,2,-0.075,0.66,28,0.597,0.597,6,24,0,0,8.33,1,1,2,4,1,1,0,13,2,0.15,6,14,21.43,1.69,0,1,"YKL210W",39163,11
"UBA2",1.508,1.508,-0.171,2,-0.171,0.76,14,0.597,0.597,5,9,0,0,0,1,1,1,1,2,0,2,10,0,0,2,4,14.29,1.343,0,1,"YDR390C",-1254937,4
"UBA3",0.289,0.289,0.084,2,0.084,0.81,16,NA,0.224,4,11,3,18.75,0,0,1,0,1,1,0,2,8,3,0.38,2,9,12.5,0.656,NA,NA,"YPR066W",681213,16
"UBA4",0.67,0.67,-0.139,2,-0.139,0.68,24,NA,0.115,1,23,1,4.17,4.35,2,3,1,2,1,0,1,17,2,0.12,3,9,12.5,1.143,0,1,"YHR111W",333072,8
"UBC1",4.77,4.77,-0.14,2,-0.14,0.75,19,0.597,0.597,2,13,0,0,7.69,2,0,1,1,2,3,2,13,2,0.15,2,8,10.53,1.299,0,1,"YDR177W",816878,4
"UBC11",0.065,0.065,1.317,1,1.317,0.83,23,NA,0.406,3,15,1,4.35,0,0,2,1,0,1,0,1,8,0,0,2,6,8.7,0.346,NA,NA,"YOR339C",-958362,15
"UBC12",0.278,0.278,-0.03,2,-0.03,0.74,25,NA,0.472,1,24,0,0,0,0,1,2,1,0,1,5,10,1,0.1,9,12,36,0,NA,NA,"YLR306W",744151,12
"UBC13",3.117,3.117,-0.006,2,-0.006,0.63,15,NA,0.115,4,11,0,0,0,0,0,2,3,1,1,2,13,0,0,0,9,0,0,0,0,"YDR092W",629876,4
"UBC4",15.596,15.596,-0.081,2,-0.081,0.54,35,0.597,0.597,5,34,6,17.14,52.94,1,1,5,2,3,8,4,28,18,0.64,14,13,40,1.453,0,1,"YBR082C",-406628,2
"UBC6",2.811,2.811,-0.169,2,-0.169,0.74,39,0.597,0.597,0,39,2,5.13,12.82,3,1,2,2,1,3,3,21,5,0.24,6,17,15.38,1.496,0,1,"YER100W",359562,5
"UBC7",2.343,2.343,-0.038,2,-0.038,0.71,26,NA,0.224,11,24,4,15.38,8.33,2,0,2,1,3,2,1,12,2,0.17,7,12,26.92,1.078,NA,NA,"YMR022W",318680,13
"UBC8",0.518,0.518,0.028,2,0.028,0.6,32,NA,0.26,10,29,4,12.5,3.45,1,2,1,2,0,4,5,22,5,0.23,9,16,28.12,0,0,1,"YEL012W",131772,5
"UBC9",2.769,2.769,-0.095,2,-0.095,0.8,25,NA,0.224,1,17,2,8,0,0,0,0,2,4,3,2,15,4,0.27,4,13,16,0.898,0,1,"YDL064W",337487,4
"UBI4",3.736,3.736,0.297,2,0.297,0.72,35,0.597,0.597,5,35,3,8.57,8.57,3,3,3,0,0,2,0,15,3,0.2,9,14,25.71,1.571,NA,NA,"YLL039C",-64062,12
"UBP1",1.631,1.631,-0.027,2,-0.027,0.81,17,NA,0.26,0,13,0,0,23.08,0,0,1,1,3,0,6,13,5,0.38,3,9,17.65,1.976,0,1,"YDL122W",242552,4
"UBP10",2.564,2.564,-0.078,2,-0.078,0.71,16,NA,0.26,1,11,0,0,0,0,1,0,1,1,3,3,10,1,0.1,0,8,0,1.863,0,1,"YNL186W",289498,14
"UBP11",0.145,0.145,-0.385,2,-0.385,0.72,28,1.395,1.395,9,23,6,21.43,13.04,2,1,0,3,4,0,3,18,5,0.28,6,9,21.43,0.914,NA,NA,"YKR098C",-633026,11
"UBP12",0.652,0.652,0.207,2,0.207,0.79,9,NA,0.115,0,0,0,0,0,1,0,0,1,0,1,1,4,0,0,0,4,0,1.467,0,1,"YJL197W",63805,10
"UBP13",0.996,0.996,-0.079,2,-0.079,0.67,15,NA,0.268,6,10,3,20,0,0,2,2,2,0,2,2,11,0,0,2,2,13.33,1.527,NA,NA,"YBL067C",-93639,2
"UBP14",0.322,0.322,-0.178,2,-0.178,0.63,19,NA,0.204,3,15,0,0,6.67,0,0,4,1,3,1,3,13,2,0.15,0,7,0,1.392,NA,NA,"YBR058C",-353672,2
"UBP15",0.582,0.582,-0.096,2,-0.096,0.72,28,0.597,0.597,11,28,1,3.57,7.14,3,2,2,0,1,1,2,15,3,0.2,5,14,17.86,1.265,0,1,"YMR304W",874987,13
"UBP16",0.256,0.256,0.245,2,0.245,0.77,11,NA,0.027,1,6,0,0,0,0,1,2,2,0,0,1,8,0,0,3,4,27.27,1.148,NA,NA,"YPL072W",418512,16
"UBP2",1.054,1.054,0.034,2,0.034,0.84,14,NA,0.153,2,9,0,0,0,0,0,0,0,1,0,0,2,0,0,2,6,14.29,1.486,0,1,"YOR124C",-554824,15
"UBP3",0.951,0.951,0.057,2,0.057,0.81,19,0.597,0.597,5,15,0,0,0,1,0,1,0,3,2,1,11,1,0.09,2,10,10.53,1.665,0,1,"YER151C",-469686,5
"UBP6",4.454,4.454,-0.119,2,-0.119,0.79,16,0.597,0.597,4,6,0,0,0,0,3,0,2,1,1,2,9,1,0.11,0,7,0,1.782,0,1,"YFR010W",165067,6
"UBP8",1.117,1.117,-0.02,2,-0.02,0.8,16,NA,0.26,0,13,0,0,0,2,0,1,0,0,1,1,6,1,0.17,2,9,12.5,1.467,NA,NA,"YMR223W",716715,13
"UBR1",0.688,0.688,-0.088,2,-0.088,0.76,14,NA,0.027,4,8,0,0,0,1,2,0,1,2,1,0,9,1,0.11,2,6,14.29,1.581,NA,NA,"YGR184C",-859901,7
"UBR2",0.411,0.411,-0.145,2,-0.145,0.75,17,NA,0.115,3,12,0,0,0,0,0,0,0,2,2,1,7,1,0.14,0,8,0,1.167,NA,NA,"YLR024C",-187663,12
"UBS1",0.813,0.813,-0.109,2,-0.109,0.77,11,NA,0.115,3,4,0,0,0,3,0,2,1,1,2,0,9,1,0.11,0,8,0,1.235,NA,NA,"YBR165W",568852,2
"UBX2",3.919,3.919,-0.089,2,-0.089,0.76,20,NA,0.26,3,17,2,10,0,0,1,1,0,3,1,1,9,1,0.11,0,6,0,1.224,NA,NA,"YML013W",244149,13
"UBX3",0.234,0.234,-0.116,2,-0.116,0.77,22,0.597,0.597,3,19,0,0,26.32,3,0,4,3,1,5,2,18,7,0.39,4,13,18.18,1.327,NA,NA,"YDL091C",-293392,4
"UBX4",1.356,1.356,-0.051,2,-0.051,0.77,24,NA,0.127,9,22,2,8.33,4.55,2,0,1,3,3,2,3,15,2,0.13,5,11,20.83,1.173,NA,NA,"YMR067C",-404323,13
"UBX5",1.284,1.284,-0.18,2,-0.18,0.8,19,0.597,0.597,1,16,0,0,18.75,3,2,0,0,2,1,4,12,3,0.25,0,10,0,1.292,NA,NA,"YDR330W",1127872,4
"UBX6",0.583,0.583,-0.145,2,-0.145,0.6,43,NA,0.406,8,41,2,4.65,4.88,2,1,2,0,1,5,3,17,4,0.24,13,24,30.23,1.036,NA,NA,"YJL048C",-347447,10
"UFD1",2.915,2.915,-0.067,2,-0.067,0.69,18,NA,0.26,6,12,0,0,0,1,0,0,0,2,1,2,9,2,0.22,0,8,0,1.284,0,1,"YGR048W",589826,7
"UFD2",0.599,0.599,-0.177,2,-0.177,0.74,16,NA,0.115,5,8,0,0,12.5,3,3,1,1,0,3,0,13,2,0.15,0,9,0,1.403,0,1,"YDL190C",-118707,4
"UFD4",0.841,0.841,0.048,2,0.048,0.73,15,0.597,0.597,5,9,0,0,22.22,0,0,1,3,1,1,0,6,2,0.33,4,4,26.67,1.537,0,1,"YKL010C",-421424,11
"UFE1",0.492,0.492,-0.037,2,-0.037,0.76,59,0.597,0.597,7,57,8,13.79,10.53,1,2,1,3,2,1,3,17,6,0.35,22,26,37.29,1.194,0,1,"YOR075W",468212,15
"UFO1",2.672,2.672,-0.171,2,-0.171,0.59,12,NA,0.115,1,6,0,0,0,1,2,0,1,0,1,2,8,1,0.12,0,5,0,1.175,NA,NA,"YML088W",92235,13
"UGA1",1.176,1.176,0.11,2,0.11,0.69,46,NA,0.472,9,46,5,10.87,17.39,3,2,2,1,7,2,3,26,8,0.31,19,26,41.3,0.547,0,1,"YGR019W",525229,7
"UGA2",0.518,0.518,0.427,2,0.427,0.78,54,0.597,0.597,11,53,6,11.32,16.98,4,2,5,4,7,8,6,38,9,0.24,19,20,35.19,0.717,NA,NA,"YBR006W",247010,2
"UGA3",0.3,0.3,-0.219,2,-0.219,0.56,32,1.395,1.395,4,29,0,0,27.59,3,0,1,4,4,1,8,25,12,0.48,11,9,34.38,0.988,NA,NA,"YDL170W",156318,4
"UGA4",0.084,0.084,0.122,2,0.122,0.69,29,NA,0.26,9,27,3,10.34,33.33,2,5,0,7,2,2,5,24,11,0.46,4,10,13.79,0.403,NA,NA,"YDL210W",84270,4
"UGO1",0.381,0.381,-0.12,2,-0.12,0.59,18,NA,0.115,6,12,0,0,8.33,1,0,3,1,3,4,1,14,4,0.29,2,7,11.11,1.269,NA,NA,"YDR470C",-1399706,4
"UGP1",2.92,2.92,0.255,2,0.255,0.63,48,1.151,1.705,12,48,8,16.67,16.67,2,2,4,2,1,1,8,25,9,0.36,9,23,18.75,1.222,1,0,"YKL035W",369891,11
"UGX2",0.255,0.255,-0.311,2,-0.311,0.71,26,NA,0.115,7,21,0,0,23.81,2,2,2,4,3,1,5,22,7,0.32,4,16,15.38,0.499,NA,NA,"YDL169C",-158064,4
"UIP4",0.109,0.109,-0.035,2,-0.035,0.78,30,0.597,0.597,6,28,1,3.33,0,0,1,3,0,1,1,0,10,0,0,7,14,23.33,0.463,NA,NA,"YPL186C",-194512,16
"UIP5",0.474,0.474,-0.072,2,-0.072,0.76,19,0.597,0.597,5,9,1,5.26,11.11,2,1,0,1,1,2,1,12,1,0.08,3,9,15.79,1.187,NA,NA,"YKR044W",522015,11
"ULA1",0.454,0.454,-0.074,2,-0.074,0.69,18,NA,0.21,4,14,0,0,0,0,1,1,0,0,0,2,5,1,0.2,5,6,27.78,0.788,NA,NA,"YPL003W",552020,16
"ULI1",0.154,0.154,0.25,2,0.25,0.81,31,NA,0.472,5,30,7,22.58,23.33,1,3,2,0,6,1,3,23,8,0.35,7,14,22.58,0.777,NA,NA,"YFR026C",-205748,6
"ULP1",1.126,1.126,-0.052,2,-0.052,0.69,24,0.597,0.597,8,23,0,0,4.35,0,1,0,1,1,2,1,8,1,0.12,6,12,25,1.504,NA,NA,"YPL020C",-512313,16
"UME1",0.865,0.865,-0.042,2,-0.042,0.7,23,NA,0.472,7,18,1,4.35,0,0,0,1,4,0,2,0,7,1,0.14,9,10,39.13,1.314,NA,NA,"YPL139C",-289669,16
"UME6",0.585,0.585,-0.043,2,-0.043,0.67,49,NA,0.21,15,48,15,30.61,50,0,4,5,6,1,6,11,37,24,0.65,19,23,38.78,0.899,0,1,"YDR207C",-865012,4
"UMP1",4.088,4.088,-0.11,2,-0.11,0.75,19,NA,0.403,5,11,0,0,9.09,2,2,2,3,1,1,3,17,4,0.24,2,10,10.53,1.051,NA,NA,"YBR173C",-581726,2
"UNG1",0.544,0.544,-0.047,2,-0.047,0.77,18,0.597,0.597,2,14,0,0,7.14,1,1,1,0,3,1,2,11,1,0.09,4,10,22.22,0.993,NA,NA,"YML021C",-229734,13
"UPC2",0.345,0.345,-0.005,2,-0.005,0.65,35,NA,0.472,3,33,9,25.71,15.15,1,1,6,3,1,6,3,24,6,0.25,4,17,11.43,0.86,NA,NA,"YDR213W",889751,4
"UPF3",1.602,1.602,-0.043,2,-0.043,0.79,17,0.597,0.597,2,11,0,0,0,1,1,0,0,0,1,2,6,0,0,2,6,11.76,1.426,0,1,"YGR072W",634304,7
"UPS1",0.503,0.503,-0.183,2,-0.183,0.78,21,NA,0.192,11,15,0,0,0,1,0,0,1,2,2,1,9,0,0,6,12,28.57,0.929,NA,NA,"YLR193C",-540009,12
"UPS2",0.508,0.508,-0.001,2,-0.001,0.6,41,0.597,0.597,5,41,4,9.76,2.44,1,2,0,2,4,0,0,14,1,0.07,9,22,21.95,1.077,NA,NA,"YLR168C",-499578,12
"URA1",10.533,10.533,0.281,2,0.281,0.64,65,0.597,0.597,8,65,11,16.92,38.46,3,4,6,4,1,7,4,34,25,0.74,25,34,38.46,1.489,0,1,"YKL216W",25215,11
"URA10",0.656,0.656,0.034,2,0.034,0.69,34,0.597,0.597,5,32,4,11.76,12.5,0,0,1,5,3,0,0,15,7,0.47,5,16,14.71,0.998,NA,NA,"YMR271C",-806865,13
"URA2",2.582,2.582,-0.038,2,-0.038,0.56,21,NA,0.403,2,21,0,0,33.33,0,1,1,0,1,4,5,15,7,0.47,2,14,9.52,1.604,1,0,"YJL130C",-165723,10
"URA3",4.073,4.073,2.568,1,2.568,0.79,61,NA,0.472,0,59,12,20,52.54,2,5,3,4,3,5,5,36,33,0.92,27,33,44.26,1.146,NA,NA,"YEL021W",116167,5
"URA4",4.043,4.043,0.145,2,0.145,0.57,52,0.597,0.597,6,52,14,26.92,7.69,1,0,1,1,4,3,4,20,4,0.2,18,21,34.62,1.101,0,1,"YLR420W",963785,12
"URA8",1.11,1.11,-0.075,2,-0.075,0.7,26,0.597,0.597,1,22,1,3.85,0,1,0,0,0,1,1,1,7,0,0,8,17,30.77,0.599,0,1,"YJR103W",620754,10
"URB1",1.085,1.085,-0.091,2,-0.091,0.77,17,NA,0.26,4,15,0,0,0,0,0,0,0,0,0,1,3,0,0,0,7,0,1.713,NA,NA,"YKL014C",-411619,11
"URB2",0.696,0.696,0.134,2,0.134,0.77,19,0.597,0.597,4,18,1,5.26,0,0,0,2,0,0,0,2,6,0,0,4,9,21.05,1.514,NA,NA,"YJR041C",-510239,10
"URC2",0.261,0.261,-0.187,2,-0.187,0.77,18,NA,0.052,5,17,2,11.11,11.76,0,0,4,1,1,3,3,14,2,0.14,4,10,22.22,1.336,NA,NA,"YDR520C",-1481085,4
"URE2",2.873,2.873,-0.033,2,-0.033,0.71,16,0.597,0.597,2,14,0,0,7.14,1,0,1,0,2,3,0,8,1,0.12,0,6,0,1.432,0,1,"YNL229C",-219137,14
"URH1",0.881,0.881,-0.056,2,-0.056,0.76,24,0.597,0.597,1,23,0,0,17.39,0,2,4,2,0,0,4,14,4,0.29,5,6,20.83,0.782,0,1,"YDR400W",1271063,4
"URK1",1.534,1.534,-0.08,2,-0.08,0.72,26,0.597,0.597,3,25,7,26.92,4,2,0,0,0,0,3,1,9,1,0.11,4,9,15.38,1.069,NA,NA,"YNR012W",647432,14
"URM1",3.093,3.093,-0.035,2,-0.035,0.69,35,0.597,0.597,1,35,1,2.86,17.14,1,4,1,1,1,2,3,15,6,0.4,11,17,31.43,0.73,0,1,"YIL008W",342536,9
"URN1",0.383,0.383,-0.199,2,-0.199,0.73,21,NA,0.115,3,18,1,4.76,0,1,1,2,0,2,1,0,7,0,0,5,7,23.81,0.649,NA,NA,"YPR152C",-832061,16
"USA1",0.204,0.204,0.018,2,0.018,0.74,24,0.597,0.597,3,23,0,0,8.7,1,0,0,1,3,1,1,10,2,0.2,4,12,16.67,1.193,0,1,"YML029W",217362,13
"USE1",0.516,0.516,-0.241,2,-0.241,0.72,30,0.996,1.395,6,27,1,3.33,0,2,1,0,2,2,3,2,14,2,0.14,8,15,26.67,1.162,0,1,"YGL098W",317342,7
"USO1",0.792,0.792,-0.154,2,-0.154,0.71,22,NA,0.406,7,17,6,27.27,23.53,3,0,4,3,1,0,3,16,4,0.25,3,8,13.64,1.756,0,1,"YDL058W",345665,4
"UTP10",1.842,1.842,-0.087,2,-0.087,0.74,19,NA,0.26,3,17,0,0,17.65,1,0,1,0,0,2,0,8,3,0.38,4,10,21.05,1.618,0,1,"YJL109C",-212000,10
"UTP11",1.551,1.551,-0.053,2,-0.053,0.8,35,0.597,0.597,1,35,3,8.57,5.71,1,1,2,4,0,3,0,16,2,0.12,5,17,14.29,1.895,NA,NA,"YKL099C",-255720,11
